https://bbc.co.uk, 0, 0
https://bbc.com, 0, 0
https://bingo.bet365.com, 0, 0
https://developer.mozilla.org, 0, 1
https://bbc.co.uk, 0, 1
https://bbc.com, 0, 1
https://bingo.bet365.com, 0, 1https://developer.mozilla.org, 0, 1
https://bbc.co.uk, 0, 0
https://bbc.com, 0, 0
https://bingo.bet365.com, 0, 0
https://developer.mozilla.org, 0, 1
https://wordpress.org, 0, 1
https://codegrepper.com, 0, 0
https://medium.com, 1, 0
https://getbootstrap.com, 0, 1
https://linkedin.com, 0, 0
https://fiverr.com, 0, 0
https://geeksforgeeks.org, 0, 1
https://themeforest.net, 1, 1
https://canva.com, 0, 0
